Moderate,,,,,,Critical,,,
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,1.359393459,0,,,0,0,0,0
0,1.068673665,0,0,,,0,0,0,0
0,1.007796023,0,0,,,0,0,0,0
0,0,0,0,,,2.99480574,0,0,3.413342858
0,0.922743783,0,0,,,0,0,0,0
0,0,0,0,,,2.157810466,0,0,1.314732873
0,0,0,0,,,0,0,0,1.016193898
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,1.318628256,0
0,0.894884423,0,0,,,1.513302738,0,0,0
0,0,0,0,,,0,0,0,0.785651685
0,0,0,0,,,0,0,0,0
0,0,0,0.850345345,,,0,0,1.239769578,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,1.992723334,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,1.042460489,0,0,,,0.841713964,0,1.608947394,1.185787997
0,0,0.710374081,0,,,0,0,0,0
0,0,0,0,,,1.290325146,0,1.28113192,0
0,0,0,0,,,1.29465872,0,0,0
0,0,0,0,,,0,0,0,0
0,0,1.624076953,0,,,0,0,1.763468164,0
0,0,0.995431269,0,,,0,0,0,0
0,0,1.083880276,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,1.311567546,0,,,0,0,0,0
0,0,1.246985635,0,,,0,0,0,2.774376527
0,0.957348209,0.92408719,0,,,0,0,0,0.947105361
0,0,0,0,,,0,0,0,1.101675724
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0.950411709,0,0,0
0,0,0,0,,,1.326881401,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0.520168781,0,,,0,0,0,0.773887764
0,0,0,0,,,1.283938854,0,0,0
0,0,0,0,,,0,0,0,0
0,0.639759905,0,0,,,0,0,0,0
0,0,0,1.485780939,,,0,0,1.487348548,0
0,0,0,0,,,0,0,0,0
0,0,0,1.174981017,,,0,0,0,1.080991153
0,0,0,0,,,0,2.023973929,0,0.592039124
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,1.43100711,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,1.795752286,0,0,0
0,0.992685498,1.279234089,1.269623518,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,1.727682745,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0.634539053,0,2.681599634
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,1.270105087,1.153477105
0,0,0,1.653007119,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0.825055711,0.825893561,0,,,0,0,0,2.75899976
0,0,0,0,,,0,0,0,1.510280528
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0.701172209
0,0,0,0,,,0.763947721,0,0,1.041330232
0,0,0,0,,,0,0,0,0
0,0,0,0.917619313,,,0,0,0,0
1.101050971,0,0,0,,,0,0,0,0
0,2.618824134,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,1.119862793,1.124871937
0,0,0,0,,,2.464967856,0,0,1.723470512
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0.865764029,0,0
0,0,0,0,,,1.12063131,0,1.109941416,0
0,0,0,0,,,0,0,0,0
0,0,0,1.102644129,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,2.197616967,0,,,0,0,0,0
0,1.277097376,0,1.886067984,,,0,0,0,0
0,0.582059291,0.974321609,0,,,1.684539745,0.874299601,0,0
0,0,0.995001338,0,,,0,0,0,0
0,0,1.143543279,0,,,0,0,0,0
0,0,0,0,,,0,0,1.460112182,0
0,0.840227803,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,1.317382561,0,,,0,0,0,0.759070499
0,0.947208047,0,0,,,1.340774169,0,0,0
0,0,0.720354107,0,,,0,0,0,0
0,0,0,1.505092646,,,0,0,0,0.873512149
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0.963571705,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,1.688502862,0
0,0,0,0,,,0,0,0,0
0,0,0.949468887,0,,,0,0,0,0
0,0,0,0,,,2.89587483,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0.973065889,0,0,0
0,0.801299864,0,0,,,0,0,0,0
0,0.817396689,1.569792641,0,,,2.593898423,0,0,0
1.722523333,2.26438767,1.085944049,0,,,0,0,0,0
1.920388695,1.609820444,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,1.231987628,0,,,0,0,0,0
0,0,0.702691924,0,,,0,0,0,0
0,0,0,1.399089392,,,0,0,0,1.105077607
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,1.465318906,0
0,1.002876611,0,0,,,1.347408016,0,0.882626444,0
0,0,0,1.872286426,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0.613522681,0,0,,,0,0,1.228296727,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,2.611804602
0,0,0,0,,,0,0,0,0
0,0,0.766680275,0,,,0,0,0,0
0,0,0,0,,,0.704209867,0,0,0
0,0,0,0,,,1.534389167,0,0,0.789227798
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0.61292243,0,,,0,0,0.912317756,0
0,1.540368941,0.581807116,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,1.047555537,0,,,0,0,0,1.835681527
0,0,0,0,,,0,0,0,2.355107356
0,0,0,0,,,0.922675915,0,0.919340968,0
0,0,0,0,,,0,0,0.907895167,1.366412497
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,1.058830304,0
1.449578559,0,1.03947588,0,,,0,0,0,0
0,0,0,1.098162138,,,0,0,1.447921023,0
0,0,0,0,,,0,0,0,0
0,0,0.96990433,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0.68628875
1.152397355,0.547239956,0,1.16000194,,,0,0,0,0
0,0,0,0,,,0,0,0,1.182005643
0,0,0,1.17266212,,,0,0,0,0
0,0,0,0,,,0,0,0,1.842035686
0,0,0,0,,,0,0,1.067899626,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0.857093954
0,0,0.688095762,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
1.206036646,0,0,0,,,0,0,0,0
0,0.73345156,0,0,,,0,0,0,0
0,0,0,0,,,1.985729219,0,0,2.434049258
0,0,0,0,,,0,0,0,0.982564846
0,0,0,0,,,1.270595924,0,0,0
0,0,0,0,,,1.552004742,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0.567869122,1.213292019,0,,,0,0,1.672167366,1.00467445
0,0,0,0,,,0,0,0,0
0,0,1.385297724,0,,,0,0,0,1.009107085
0,0,0,0,,,0,0,1.640020896,0
0,0,0,0,,,0,0,0,0
0,0.314749619,0,0,,,0,0,1.881298886,0
0,0,0,1.244830792,,,0.985904162,0,0.981685998,0
0,0,0,0,,,0,0,0,1.95899736
0,0.905767539,1.989281054,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0.884798068,0,0
0,0,0,1.715836248,,,0,0,0,0
0,0,1.111185884,0,,,0,0,0,0
0,0,0,1.265304123,,,0,0,0.881793346,0.559604279
0,0,0.736203544,0,,,1.352771352,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,1.805826848
0,0,0,1.241696268,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,1.862868484,0,0,0
0,0,0,1.088782819,,,0,0,0,0
0,0,0,0,,,0,0,1.293116687,1.728722617
0,0,0,0,,,0.919798293,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,1.092854367,0
0,0,0.767343811,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0.995101208
0,0,0,1.234066951,,,0,0,0,0
0,0,0,0,,,0,0,1.025511367,1.280810555
0,0,0.595799167,0,,,0,0,0,0
0,0,0,0,,,0,0,0,1.888763973
0,0,0,0,,,0,0,1.502959958,1.038995421
0,1.540983119,0,0,,,0,0,0.973841457,0
0,0,0,0,,,0,0,0,0
0,0,0.734396369,0,,,1.215370573,0,1.214380406,0
0,0,0,0,,,0,0,1.689702393,0
0,0,0,0,,,0,0,0,0.567388685
0,0,0,0,,,0,0,0,1.515377924
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,1.139807554,,,2.206450138,0,0,0
0,0,0,0,,,0,0,1.175715092,0.581238916
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,1.276785625,,,0,0,0,0.995185454
0,0,0,0,,,0,0,0,0
0,0,0,0,,,2.213998978,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,1.213481774,0
0,0,0,0,,,0,0,1.159457055,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0.874113636,0
0,0,0,0,,,0,0,1.269941542,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0.500303951,0,0,,,0,0,0,0
0,0,0,0,,,1.423802558,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0.986612017,0,,,0,0,0,0
0,0,0,0,,,0,1.599261469,0,0.837780531
0,0,0,0,,,0,0,0,1.028592382
0,0.942580279,0,0,,,1.373152577,0,0,0
0,0.751431856,0.732443702,0,,,0,0,0,0
1.130870647,1.732658939,0.652542537,0,,,0,0,1.578414755,0
0,0,1.108340328,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,1.367533374,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0.978313242,0,0.977497356,0.960401129
0,0.763653733,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0.822855686
0,0,0,0,,,0,0,0,0.883889535
0,0,0,0,,,0,0,0,0
0,0.715533892,1.935050467,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,1.497881229,,,0,0,1.093074814,0
0,0,0,0,,,0.995334083,0,0,0
0,0,0,0,,,0,0,1.003809561,0
1.731943483,0,0,0,,,0,0,0,1.195506417
0,0,0,0,,,0,0,0,2.729159058
0.976605013,0,0,0,,,0,0,1.143847959,0
0,0,0,0,,,0,0,1.675876729,1.057872417
0,0,0,0,,,0,0,0.985975329,0
0,0,0,0,,,0,0,1.233964678,0
0,0,0.775316215,0,,,0,0,0,0
0,0,0,0,,,1.523885259,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,1.128733254,0,0,0
0,0,0,1.322996059,,,0,0,0,0
0,0,0,0,,,0.85031571,0,0,0
0,0,0,0,,,0,0,1.153483078,0
0,0,0,0,,,0,0.934306772,0,1.417905091
0,0,0,0,,,1.39669597,0,0,0
0,0,0.859143283,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,1.470234351,0,,,1.825810584,0,0,0
0,0,0.868922645,0,,,0,0,0,0.975906969
0,0,0,0,,,0,0.997328815,1.015098374,0
0,0,0,1.087110798,,,0,0,0,0
0,0,0,0,,,1.231441675,0,0,0
0,0.884669104,0,0,,,0,0,0,0
0,0,0,0,,,0,0,1.299937589,0
0,0,0,0,,,0,0,0,0
0,1.328306174,1.309567781,0,,,0,0,0,1.880699028
0.84274122,0,0,0.836530969,,,0,0,0.936689238,1.083508644
0,0,1.383801689,0,,,0,0,0,0
0,0,0,0,,,0,0,0,2.727407784
0,0,0,0,,,0,0,0,1.199482242
0,0,0.796515844,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,1.812331587,0,0,1.217790282
0,0,0,0,,,0,0,0,0
0,0,0.87515265,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,1.581836434
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,1.115440129,0,1.116878074,0
0,0,0,0,,,0,0,0,0
0,0,0.946505232,1.269551026,,,0,0,0,1.928066886
0,0,0,0,,,0,0,0.848300588,0
0,0,0,0,,,0,0,1.391944341,0
0,1.243281938,0,0,,,0,0,1.36628336,0
0,0,1.099396806,0,,,0,0,0,0
0,0,1.32841411,0,,,0.891059625,0,0,0
0,0,0,0,,,0,0,1.726844178,0
0,0,1.482576863,0,,,0,0,0,0
0,0,0,0,,,0,0,0,2.586304245
0,0,0,0,,,0,0,0,0
0,0,1.474981717,0,,,0,0,2.407562285,0
0,0,0,0,,,1.613979215,1.055188978,0,0
0,0,0,3.423742851,,,0,0,0,1.147613152
0,0,0,0,,,0,0,0,0
1.072363484,0,0,0,,,0,0,0.979817369,0
0,0.882924296,0,0,,,0,0,0,1.661733318
0,0,0,0,,,0,0,0,0
0,0.620807154,1.052124344,0,,,0,0,0,0
0,0,0.715082509,0,,,0,0,0,0.728144101
0,0,0,0,,,0,0,0,0
0,0,0,1.395600793,,,0,0,0,0.777262697
0,0,2.352049808,0,,,0,0,0,0
0,0,0,1.569724368,,,0,0,0,0
0,0.801811294,0,0,,,0,0,0,2.193231412
0,0,0,0,,,0,0,0,1.357211266
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,1.315957373,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,2.525776718,,,0,0,0,0
0,0,0,0,,,0,0,0,1.236279229
0,0,0,0,,,0,0,0,2.658392337
0,0.854086069,0,0,,,0,0,0,0
0,0,0,1.684336903,,,0,0,0,0
1.131915652,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,2.772300274
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,1.991520851
0,0,0,0,,,0,0,0,0.574456799
0,0,0,0,,,0,1.714712095,0,1.188126912
0,0,0,0,,,0,0.661431705,1.092240929,0.272580924
0,0,0,0,,,0,0.499799543,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,1.417094101,0,0.57839248
0,0,0,0,,,1.13646281,2.819629594,0,0.536473194
0,0,0,0,,,0,1.570317038,0,0.858711912
0,0,0,0,,,0,1.457922546,0,0.741600387
0,0,0,0,,,0,0.751001319,0,0.857801196
0,0,0,0,,,1.830910283,2.393355743,0,1.911417415
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0.957036825,0,0,0
0,0,1.829604088,0,,,0.922270141,0,0,0
0,0,0,0,,,0.977883846,0.348566144,0,0.358080775
0,0,0,1.326187234,,,1.041924102,0,0,0
0,0,0,0,,,0,0.693573157,0,1.623167382
0,0,0.8899251,0,,,0,0.840927622,0,0.842045574
0,0,0,0,,,0,0,0,0.529745277
0,0,0,0,,,0,3.054851649,0,1.800968384
0,0,1.213377037,0,,,0,0,0,0
0,0,0,0,,,0,0.789528071,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,1.883535431,0,0.332927133
0,0,0,0,,,0,2.479409716,0,0.546024171
0,0,0,0,,,0,0.740668009,0.988377293,0.550884658
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,1.050258893,0,0.382159217
0,0,1.47269639,0,,,0,1.451089436,0,0.738288635
0,0,0,0,,,0.979460763,0.272346256,0,0.676278433
0,0,0,0,,,0,1.940552756,0,2.045096232
0,0,0,0,,,0,1.538175279,0,1.598611558
0,0,0,0,,,0,2.428357348,0,0.806435812
0,0,0,0,,,0,1.361177992,0,0
0,0,0,0,,,2.265142089,1.704912494,0,0.69235589
0,0,0,0,,,0,0,0,0
0.873326398,0,0,0.89634374,,,0,0.897384604,0,0
0,0,1.005441911,1.190284291,,,0,1.166418629,0,0.9061987
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,1.743815744,0,0.779953783
0,0,0,0,,,0,0,0,0.360517288
0,0,0,0,,,0,1.875474333,0,0
0,0,0,0,,,0,1.431291098,0,0.535920936
0,0,1.172084254,0,,,0,0,0,0
0,0.459056479,1.528594422,0,,,0,0.33263065,0,0
0,0,0,0,,,0,0.756149926,1.067863467,0.452297708
0,0,2.026957263,0,,,0,2.684183469,1.058996617,0
0,0,0,0,,,0,1.220854621,0,0
0,0.526903298,0.528232828,0,,,0,1.31152339,1.788880336,0.573216299
0,0.401848594,0,0,,,0,0.582431464,0,0.957674297
0,0.932253965,0.934303166,0,,,0,2.0688654,1.188801093,0.76657518
0,0,0.37870454,0,,,0,0.708795188,0,0
0,0,1.012118885,0,,,0,2.567922133,0,1.490393085
0,0,0,0,,,0,2.278496741,0,0.547995064
0,0,0,0,,,0,2.778590475,1.929129987,1.020629737
0,0,0,0,,,0,0,0,0
0,0,0,0,,,1.023760763,1.608701133,0,1.436690066
0,0,0,0,,,0,2.3391727,0,0.741505867
0,0,0,0,,,0,0,0.85639054,0
0,0,1.162230919,0,,,0,1.510247697,0,0.633929964
0,0,0,0,,,1.324733215,1.103268194,0,0
0,0,0,1.837987961,,,0,1.479068589,0,0.857572737
0,0,1.112398759,0,,,0,1.80002457,1.493254488,1.690959175
0,0.803788137,0,0,,,0,0.426181711,0,0.969431652
2.52619649,0,0,0,,,0,2.430249992,0,0.619016231
0,0,0,0,,,1.507405816,1.086074413,0,0.780144783
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,1.594797552,0,1.179565195
0,0.971163063,0,0,,,0,0,0,0
0,0,0,0,,,0,1.388533869,0,1.392537045
0,0,0,0,,,0,1.801002166,0,1.261183409
0,0,0,0,,,0,0.693132662,0,0
0,0,0.841565599,0,,,0,0.656348283,0,0
0,0,0,0,,,0,2.479455129,0,0.690461371
0,0,0,0,,,0,2.815164566,0,1.210357062
0,0,0.620165236,0,,,0,0.299616178,0,0.536910884
0,0,0,0,,,1.550390131,0,0,0.69024093
0,0,0,0,,,0,1.415010167,0,0
0,0,0,0,,,0,0,0,0.386242319
0,0,1.230309495,1.151866389,,,1.122620006,1.303133939,1.120169397,0.850343409
0,0,0,0,,,0,0,0,0.469620398
0,0,1.25108588,0,,,0,0,0.947855182,0
0,0,0,0,,,0,1.777185545,0,1.690525049
0,0.696267248,0,0,,,0,0.930438157,0,0
0,0,0,0,,,0,0,0,0.284844995
0,0,0,0,,,0,1.982734429,1.582822856,1.255895973
0,0,0,0,,,0,0,0,0
0,0,0,0,,,1.047674633,1.846888644,0,1.846995263
0,0,0.525072343,0,,,1.133593223,1.507536752,0,0.531456438
0,0,0,0,,,0.744407725,0,0,0.366685568
0,0,0,0,,,0,0.423424977,1.837981061,0
0,0,0,0,,,0,0.713392319,0,0
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0.385976353,0,0.391101313
0,0,0,1.608803689,,,0,1.056774635,0,0.388909716
0,0,0,0,,,0,0,0,1.207483461
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,1.021506356,0
0,0,0,0,,,0,2.733050987,0,0.861745161
0,0.436228807,0.724067408,0,,,0,0,2.79041329,0
0,0,0,0,,,0,0,0,0.524037425
0,1.038163978,1.029840542,0,,,0,2.120036674,0,1.574176145
0,0,0,0,,,0,0.529620537,0.887697647,0
0,0,0,0,,,0,1.31309653,0,1.67975011
0,0,0,0,,,0,1.252098006,0,0.603947829
0,0,0,0,,,0,0.351702158,0,0.360397562
0,0,0,0,,,0,0,1.074171351,0
0,0,0,0,,,0,1.669646979,0,1.003875557
0,0,1.048454752,0.983443973,,,0,0.967119301,0,0
0,0,0,0,,,0,0.330750842,0,0.583859387
0.927154676,0,0,0,,,0,1.012447274,0,0.458447328
0,0,0.952979662,0,,,0,0.758921729,0,1.009103381
0,0,0,0,,,0,0,0,0
2.034677447,0,0,0,,,0,1.832954157,0,0.79397764
0,0,0,1.237890449,,,0,2.121481775,0,0
0,0,0,1.378239401,,,0,0.643683593,0,0.658592822
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0,1.145083814,1.640705543,,,0,1.614681841,0,0.764544326
0,0,0.753097466,0,,,0,2.61850507,0,1.16604822
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,2.309191084,0,0.499188613
0,0,0,0,,,0,1.207713887,0,0.664334687
0,0,0,0,,,0,0.467897614,0,1.88102223
0,0,1.399755318,0,,,0,3.362833744,1.793486477,0.44846131
0,0,0,0,,,0,0,0,0
0,0.64242411,0,0,,,0,0.579757412,0,0.959573462
0,0,1.148057499,0,,,1.906973862,1.352371819,0,1.19317126
0,0.91709172,0,0,,,0,0.542093331,0,0.736324448
0,0,0,0,,,0,1.569154609,0,0.34802333
0,0,0,0,,,0,0,0,2.778375987
0,0,1.418199162,0,,,0,0.716902216,0,0.719362581
0,0,0,0,,,0,0,0,0.984944831
0,0,0,1.026101524,,,0,0.762430421,1.23914377,0.454013756
0,0,0,0,,,0,2.420998287,0,1.270613999
0,1.888070815,0,0,,,0,0,0,0.562099471
0,0,0,0,,,0,1.903244124,1.174545383,1.790346398
0,0,1.873733932,0,,,0,2.230167588,0,1.400775765
0,1.589698587,0,0,,,1.468685217,2.534096141,0,2.169189013
0,0,0,0,,,0,0.722657803,0,0.848126033
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,0
0,0.689308041,1.120258493,0,,,0,0,0,0
0,0,0.982739821,0,,,0,1.657093458,0,0
0,1.656177493,0,0,,,0,,0,
0,0,1.055121459,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,1.111120262,0,,,0,,1.103567153,
0,0,0,0.804596743,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,1.073397844,2.195464718,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,1.372000846,0,,,0,,0,
0,0,2.146233506,0,,,0,,0,
1.223946907,0,2.378707977,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,1.068272777,,0,
0,0,0,0,,,0,,0,
1.263013521,0,1.018755086,0,,,0,,0,
0,0,1.575984925,0,,,0,,0,
0,0,1.910055466,0,,,0,,0,
0,0,0,0,,,0,,0,
1.162340938,0,0,0,,,0,,0,
0,0,2.092649345,0,,,0,,0,
0,0,0,0,,,0,,1.210556555,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
1.534723812,0,0,0,,,0,,0,
0,0,1.609806728,0,,,0,,0,
0,0,0.935620584,0,,,0,,1.104100579,
