Moderate,,,,,,Critical,,,
0,1.943082677,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0.840092658,1.312572217,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,1.174606002,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0.985137581,0,,,0,,0,
0,0,1.242355297,1.059491008,,,0,,0,
0,0,0,0,,,0,,1.341285284,
0,0,0.835643342,0,,,0,,0,
1.32609043,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
1.098074577,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0.827845649,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,1.956490177,0,,,0,,0,
0,0.673231709,0,0,,,0,,0,
0,1.236801881,1.262169673,0,,,0,,0,
0,1.41373041,1.979022348,0,,,0,,1.072125624,
1.252349018,0,1.019890778,0,,,0,,0,
0,0,1.604680193,0,,,0,,0,
0,0,1.048353547,0,,,2.112342526,,0,
0,0,0,0,,,0,,0,
0,0,0.832427406,0,,,0,,1.956841921,
0,0,0.889888205,0,,,0,,0,
0,1.498474235,0,0,,,0,,0,
0,0,1.243487055,0,,,0,,0,
0,0,0,0,,,0,,1.00976396,
0,0,1.423183456,0,,,0,,0,
0,0,2.004939927,0,,,0,,0,
0,0,0,0,,,0,,0,
0,1.524993213,0.785035955,0,,,0,,0,
0,0,2.636870816,0,,,0,,0,
0,0,1.343517172,0,,,0,,0,
0,0,1.024071014,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,1.263692013,
0,0,0,0,,,2.889352158,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,1.712980044,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,2.387733927,0,,,0,,0,
0,0,2.131608307,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0.981496896,1.007298492,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,1.024302788,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,2.004745607,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,1.114891765,,,0,,1.628611894,
1.406854269,0,0,0,,,0,,0,
0,1.394556214,1.402755224,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0.854123847,,0,
0,0,0,0,,,0,,0,
0,0,1.013098999,0,,,0,,0,
0,2.070797283,0,0,,,0,,0,
0,0.890530939,1.374199655,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0.917121156,0,,,0,,0,
0,0,0.701543246,0.721332619,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0.794313826,1.088867412,,,0,,0,
0,0,0,0,,,0,,1.203845428,
0,0,0,0,,,1.437340198,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0.796629603,0.814513685,0,,,0,,0,
0,0,0.747764974,0,,,1.405648286,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,1.949569794,0,,,0,,0,
0,0,0,0,,,1.241439174,,0,
0,0,0,0,,,0,,0,
0,0,1.248365861,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0.419636281,0.422033156,1.400349353,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,1.031744833,1.436992164,,,0,,0,
0,0,2.342990959,0,,,0,,0,
0,1.84907958,2.457493936,1.039033217,,,0,,0,
0,1.073125966,1.933073052,1.354718247,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,1.019603984,,,0,,1.564642143,
0,0,0.874182044,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0.775879713,0,,,0,,0,
0,2.27145015,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0.751780518,0,,,0,,0,
0,0,1.336478418,0,,,0,,0,
0.58819552,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0.701162264,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0.398499199,0,0,,,1.0391365,,0,
0,0.840833914,0,0,,,0.868475932,,0,
0,0.579370349,0.971118614,0,,,1.024621212,,0.624062928,
0,0,0,0,,,0,,0.859752073,
0,0,0,0,,,0,,1.099351394,
0,0,0.918934663,0,,,0,,0,
2.563009671,0,0,0,,,0,,0,
0,0,1.5994345,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0.603884209,0,,,0,,0,
0,0,0.828226744,0,,,0,,0,
0,0,3.323826017,0,,,0,,1.451244247,
0,0,0,0,,,0,,0,
0,0,1.744467632,0,,,0,,0.877146208,
0,0,0,0,,,0,,0,
0,0,2.132947631,0,,,0,,0,
0,0,1.321015929,0,,,1.996358432,,0,
0,0,0,0,,,0,,0,
1.203731871,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0.996358661,0,,,1.093257341,,0,
0,0,2.031939737,0,,,0,,1.093607425,
0,0,1.142077243,0,,,0,,0,
0,0,0,0,,,0,,1.241928666,
0,1.617094413,0,0,,,0,,0,
0,0,0,2.328189371,,,0,,2.555653208,
0,0,2.268295773,0,,,0,,0.796709275,
0,0,2.15265071,0,,,0,,2.496884117,
0.81786255,0,0,0,,,1.449704867,,0,
0,0,1.109163218,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0.988143675,0,,,1.870991303,,0,
0,0,1.989946102,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,1.428627154,0,,,1.699653624,,0,
0,0.849108199,0.854759234,0,,,2.271699552,,0,
0,0,1.792937102,0,,,0,,0,
0,0,0,0,,,1.195648682,,0,
0,0,0,0,,,0,,0,
0,0,2.511387152,0,,,0,,0,
0,0,1.567392219,1.271317528,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
1.292156201,0,1.483090151,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,1.057365372,0,,,0,,0,
1.137669301,0,1.068401305,0,,,0,,1.37899683,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0.973390116,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,1.260368494,1.286010525,,,1.493958207,,0,
0,0,0,1.303215849,,,0,,0,
0,0,0,0,,,0,,0,
0,0,1.745569424,0,,,1.510413655,,0,
0,0,0,1.295266797,,,0,,0,
0,0,0,0,,,0,,0,
0,0,1.028884052,0,,,0,,0,
0,0,1.491070589,0,,,0,,1.7498128,
0,0,1.00870521,0,,,0,,0,
1.293274286,0,0,0,,,0,,0,
0,0,0,1.149940188,,,0,,0,
0,0,1.039634834,0,,,0,,1.091545459,
0,0,0,0,,,0,,0,
0,0,2.18815684,0,,,0,,0,
0,0,0,0,,,0,,0.98972018,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,1.118774307,3.003397952,0,,,0,,0,
0,0,1.295055097,0,,,0,,0,
0,0,0,0,,,1.362697493,,0,
0,0,2.243262502,2.786561269,,,1.876265185,,0,
1.084938132,0,1.507263788,0,,,0,,0,
0,0,1.122513293,0,,,0,,0,
0,0,1.656869266,0,,,0.617960613,,0.643275794,
0,0,1.36104491,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,2.269260547,0,,,1.020865398,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,1.295217199,,0.853429216,
0,0,2.045893057,0,,,0,,0,
0,0,1.827896515,0,,,0.961552363,,1.777692224,
0,0,0,0,,,1.770852933,,0,
0,0,0,0,,,2.168271831,,0.569068113,
0,0,0,0,,,0,,0.927280548,
0,0,0,0,,,0,,2.164238726,
0,0,0,0,,,0,,0,
0,0,1.111695424,0.890370096,,,0,,0,
0,0,1.779059609,0,,,1.38845551,,0,
0,0,0,0,,,1.36638338,,1.04402812,
0,0,0,0,,,0,,0,
0,0,1.257569189,0,,,0,,0,
0,0,0,0,,,0,,1.347556957,
0,0,0,0,,,1.822670612,,0,
0,0,0,0,,,1.007934613,,0.953450971,
0,0,1.539170287,0,,,0,,0,
0,0,1.338553043,0,,,1.801363465,,1.226440928,
0,0,0,0,,,1.64922353,,0,
0,0,0,0,,,1.905902966,,1.144625069,
0,0,2.158985558,0,,,0,,0,
0,0,1.240359719,0,,,1.509953619,,0,
0,0,0,1.053051015,,,0,,0,
0,0,1.039203698,0,,,0,,1.650962416,
0,0,0,0,,,0,,1.023024925,
0,0,0.729032592,0,,,0,,0,
0,0,2.99665535,1.090186096,,,0,,1.068296512,
0,1.464524449,0,0,,,0.483760378,,0,
0,0,0,0,,,0,,1.885771326,
0,0,0,1.32398178,,,0,,0,
0,0,0,0,,,1.323621736,,1.49102081,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0.585676115,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,1.106855705,,,0,,0,
0,0,1.881863965,1.202915923,,,0,,0,
0,0.495270393,0.516120751,0,,,2.30646688,,0.632155881,
0,0,0,0,,,0.894698908,,0,
1.939309998,0,0,0,,,0,,1.9111884,
0,0,0,0,,,0,,0,
0,0,1.506634086,0,,,0,,0,
0,0,0,0,,,0.802209648,,0,
0,0,0,0,,,0,,0,
0,2.69845124,0,0,,,0,,0.936312059,
0,0,0,0,,,0,,0.842449959,
0,0.850415371,0.904656245,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,1.259296869,,,0,,1.039887584,
0.772008374,0,0,0,,,0,,0,
0,0,0,0,,,0,,1.612794423,
1.061162243,0,0,0,,,0,,0.980255323,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,1.304167277,
0,1.165926217,0,0,,,0,,0,
0,0,0,0,,,0.750686725,,0,
0,0,0,0,,,0,,0,
0,0,0,1.556027387,,,0,,0.716971022,
0,0,0,0,,,0,,0.527015689,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,1.351619851,0,0,,,0,,0,
0,0,1.802919259,0,,,0,,0,
0,0,0.540466413,0,,,0,,0,
0,0,0,0,,,0,,1.176671684,
0,0,0,0,,,0,,0.850151656,
0,0,0,0,,,0,,0,
0,0.616727997,0,0,,,1.321142802,,0,
0,0,0,0,,,0,,0,
0,0,1.271772052,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,1.181396629,,,0,,0,
0,1.158326769,0,0,,,1.367366977,,0,
0,0.616989401,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0.816658597,
0,0,0,0,,,0,,0,
0,0,0,1.431734871,,,0,,0,
0,0,0,0,,,0,,0,
0,1.586033232,0,1.069483937,,,0,,0,
0,0,0,0,,,1.041874807,,0.647947474,
0,0,0,0,,,0,,1.366200581,
0,1.014368591,0.482518052,0,,,0,,1.393404338,
0,0,0,0,,,0,,0,
0,0,1.255987866,0,,,0,,0,
0,0,0.591211354,2.075707701,,,0,,1.787217656,
0,0,0.836625525,0,,,0,,0,
0.996772089,0,0,1.016137457,,,0,,0,
0,0,0.563634199,0,,,0,,0,
0,0,0,0,,,0,,0,
0,2.73975541,0,0,,,0,,0,
0,0,0,0,,,0,,2.727332719,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0.424345028,0,,,2.052621979,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,1.567768842,,0,
0.744211766,0,0,0,,,0,,1.133804563,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,1.506741552,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0.372336955,0,0,,,0,,0,
0,0,0,1.086825623,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,1.050114626,,0,
0,0,0,0,,,0,,0,
0,0,0.861213792,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,1.23263246,,1.533078709,
0,0,0,0,,,0,,1.959435109,
0,0,0,0,,,0.9845143,,0,
0,0,0,0,,,0,,1.043923923,
0,0,0,0,,,1.389381002,,0,
0,0,0,1.061038104,,,0,,0,
0,0,1.58401696,0,,,0,,0,
0,0,1.054318701,0,,,0,,1.082057727,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,1.053447696,,0,
0,0,0,0,,,0,,0,
0,0,1.009456888,0,,,0,,1.671307589,
0,0,0,0,,,0,,1.01970948,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,1.426470214,
0,0,0,0,,,1.009130309,,0,
0,0,0,0,,,0,,0,
0,0,0.65884133,0,,,0,,0,
0,0,1.669655862,0,,,0,,0,
0,0,0,0,,,0,,0,
0,1.025775514,1.02555687,0,,,0,,1.196309684,
0,0,1.140306409,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,0.899811867,,0,
0,0,0,0,,,0,,0.93219704,
0,1.187991837,0,0,,,0,,1.333480947,
0,0,0,0,,,0,,0,
0,0,0,0,,,0,,0,
0,0,0.890622784,0,,,0,,0,
0,0,0,0,,,2.539561268,,1.249124241,
0,0,0,0,,,0.813133074,,0,
0,0,1.736308379,0,,,2.928480704,,0.90479966,
0,0,0,0,,,0.790310572,,0.263896525,
0,0,0,1.209611717,,,1.684644672,,1.366945075,
0,0,1.955814953,0,,,1.637528758,,0,
0,0,0.633558042,0,,,1.000784655,,0,
0,0,0.997192229,0,,,2.516710469,,0,
0,0,0.845606568,0,,,1.917031011,,0.67434974,
0,0,0.933797625,0,,,2.441069639,,0.910268888,
0,0,0,0,,,2.66414852,,0,
0,0,0,0,,,1.703317586,,0,
0,0,1.040987033,0,,,2.364896386,,0,
0,0.739016257,0.754276012,0,,,0,,0,
0,1.224662737,0,0,,,1.65563299,,0.879930162,
0,0,0,0,,,1.832830421,,0.716191104,
0,0,0,0,,,1.434043833,,0,
0,0,0,0,,,2.899829689,,0,
0,0,0,0,,,1.314350911,,1.552654095,
0,0,0,0,,,1.291126212,,0,
0,0,0,0,,,1.768272608,,0.962730959,
0,0,0,0,,,0.668290433,,0,
0,0,0,0,,,1.520983585,,0,
0,0,1.54902418,0,,,2.247348982,,0.788730489,
0,0,0,0,,,2.119454519,,1.241786183,
0,1.882749963,0,1.386968903,,,2.552688124,,0,
0,0,0,1.089631437,,,2.002704338,,1.144490027,
0,0,0.82680501,0,,,1.695598776,,0.843491736,
0,0,0,0,,,2.056840212,,0,
0,0,0,0,,,1.757792236,,0,
0,0,0,0,,,1.765229064,,0,
0,0,0,0,,,1.249073965,,0.687973672,
0,0,0,0,,,1.651211002,,1.030175917,
0,0,0,0,,,1.402578347,,1.543712293,
0,0,1.306361283,0,,,2.793349045,,1.156966486,
0,0,0,0,,,0,,0,
0,0,0.909549167,0,,,1.010509824,,0.779013053,
0,0,0,0,,,3.277670182,,0,
0,0,0,0,,,0.832495895,,0,
0,0,0,0,,,2.208717477,,0,
1.154212684,0,0,0,,,0.561323441,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,2.046764328,,0,
1.31716347,0,0,0,,,2.142340241,,0.862144119,
0,0,0,0,,,1.907461363,,0,
0,0.850996469,0.884132858,0,,,2.045367954,,0,
0,0,0,0,,,3.064105092,,0,
0,0,0,0,,,1.350852136,,0,
0,0,0,0,,,1.707663816,,0.641537661,
1.585451814,0,0,0,,,1.818712723,,0.494786563,
0,1.837713733,1.881855514,0,,,2.440033251,,0,
0,0,1.300244255,1.378655033,,,1.060575401,,0,
0,0,0,0,,,1.826043334,,0,
0,0.945842957,0.954613707,0,,,1.907797329,,0.890250328,
0,0,1.613098692,0,,,0.828350699,,0,
0,0,0,0,,,2.276228748,,0,
0,0,0,0,,,2.006991368,,0.960293735,
0,0,0.826900133,0,,,2.968608723,,0,
0,0,0,0,,,1.871650382,,0,
0,0,0.77696834,0,,,0,,0.881549415,
0,0,0,0,,,0,,0.765117755,
0,0,0.91358327,0,,,1.013507818,,0.46064238,
0,0,0,0,,,0.744554934,,0.750945536,
0,0,0,0,,,1.236432925,,0.340958904,
0,0,0,0,,,0,,1.016433094,
0,0,0,0,,,2.380774856,,0,
0,0,0,0,,,2.496217717,,0,
0,0,0,0,,,2.005137877,,1.040105225,
0,0,0,0,,,0,,0,
0,0,0,0,,,1.940388566,,0,
0,0,0,0,,,1.904635165,,0,
0,0,0,0,,,2.053578012,,0,
0,0,0,0,,,3.049515251,,0,
0,0,0,0,,,1.811119589,,0,
0,0,0,0,,,1.737833177,,0.575531258,
1.182203451,0,0,0,,,3.088104495,,0,
0,0,0.750526703,0,,,1.927681954,,0,
0,0,0.977071641,0,,,1.846577515,,0,
0,0,0,0,,,1.945452721,,0,
0,0.97396922,0,0,,,1.939299964,,0.615803133,
0,0,0,0,,,2.034942813,,0,
0,0.805515662,0.825424632,0,,,0,,0,
0,0,0,0,,,2.30866967,,0.387150464,
0,0,0,0,,,2.408543525,,0.465754354,
0,0,1.926367453,0,,,1.272595783,,0.82626087,
0,0,0,0,,,0.521513693,,0.52204261,
0,0,1.382091838,0,,,1.243235928,,0,
0,1.34497056,0.671945319,0,,,2.146566447,,0.557867219,
0,0,0,0,,,1.516364186,,0.410161006,
0,0,0,0,,,2.697044177,,0.95349975,
0,0,1.144848849,0,,,1.899677565,,0,
0,0,0,0,,,2.053979477,,0.563266749,
0,0,0,0,,,1.695006627,,0,
0,0,0.975817577,0,,,1.260541019,,0,
2.051500716,0,0.965112293,0,,,2.404537847,,0,
0,2.30397539,0,0,,,2.019958952,,0,
0,0,0,0,,,1.048569278,,0,
0,0,1.957905558,0,,,1.487813905,,0,
0,0,0,0,,,1.483378516,,0,
0,0,0,0,,,2.593946961,,0.75413759,
0,0,0,0,,,1.147810554,,0,
0,0,0,0,,,1.671613429,,0,
0.839128434,0,0,0,,,2.166326367,,0,
0,0,0,0,,,0,,0,
1.939289972,0,1.029628401,0,,,0,,0,
0,0,0,0,,,1.456197712,,1.290946841,
0,1.03692493,0,0,,,1.76901781,,0,
0,0,0,0,,,1.943921216,,0,
0,0,0,0,,,1.659774532,,0,
0,0,0,0,,,1.893855002,,0,
0,0,0,0,,,1.500493526,,0,
0,0,0,0,,,2.620215928,,0,
0,0,0,0,,,2.542005691,,0,
0,0,0,0,,,0,,0,
0,0,0,0,,,2.152715409,,0.868030125,
0,0,0,0,,,1.412085905,,0,
0,0,0,0,,,1.694002955,,0.684681414,
0,2.000694405,0,0,,,0,,0,
0,0,0,0,,,2.032713385,,0.843260263,
0,0,1.408016829,0,,,1.051798195,,1.058094318,
0,0,1.976954379,0,,,1.570146799,,0,
0,0,0,0,,,0,,0,
0,0,1.07534982,1.055207108,,,0.869691816,,0,
0,0,0,0,,,0,,1.083280221,
0,0,0,0,,,2.222058576,,0.550328134,
0,0,0,0,,,0.894572535,,0,
0,0,0,0,,,1.941882597,,0,
0,0,0,0,,,2.191874495,,0.841890129,
0,0,2.409230097,1.11431239,,,1.458305992,,0,
0,0,0,0,,,2.353145456,,0.5656549,
0,1.551990579,0.810786916,0,,,1.641081479,,0.523857344,
0,0,0,1.332686732,,,1.259149544,,0.408203742,
1.251622359,0,0,0,,,1.071660055,,0,
0,0,0,1.327381083,,,1.727641334,,0.840703239,
0,0,1.602282344,0,,,2.153214191,,0.611798711,
0,0,0,1.215254494,,,1.459908727,,0,
0,0,1.006190533,1.100554538,,,2.579980237,,0.538222288,
0,0,2.994478365,0,,,2.51895393,,1.189550111,
0,0,0,0,,,0,,1.368421017,
0,0,0,0,,,2.171128703,,0,
0,0,0,0,,,1.371417531,,0,
0,0,0,0,,,1.971178704,,0,
0,,,0,,,2.108308534,,0,
1.115143246,,,0,,,0.828931236,,0,
0,,,0,,,2.124131184,,0,
0,,,0,,,1.177498027,,0,
0,,,0,,,2.469227714,,1.145673505,
0,,,0,,,1.728123865,,0.932661419,
0,,,0,,,2.551300917,,0.524925245,
0,,,0,,,1.881818795,,0,
0,,,0,,,0,,0,
0,,,0,,,1.660845781,,1.142428312,
0,,,0,,,1.601166881,,0.332386213,
0,,,0,,,0,,0,
1.463007363,,,1.461959443,,,1.816942353,,1.374676922,
0,,,0,,,0,,0,
0,,,0,,,0.638448695,,0,
0,,,0,,,1.831870111,,0,
0,,,0,,,0.455598205,,0.470017045,
1.26351417,,,0,,,2.867042515,,0,
0,,,0,,,1.809535008,,1.272420296,
0,,,0,,,2.417376879,,0.6140779,
0,,,0,,,1.199252396,,0,
0,,,0,,,1.820126953,,0.453200549,
0,,,1.88263282,,,1.675043821,,0,
0,,,0,,,1.097197801,,0,
0,,,0,,,2.66469118,,0,
0,,,0,,,2.352272012,,0.404433172,
0,,,0,,,1.299283295,,0,
1.677838601,,,0,,,1.238522454,,0,
0,,,0,,,1.663359978,,0,
0,,,1.322777518,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
1.076002214,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
3.221274821,,,0,,,,,,
0,,,1.311979618,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,1.151064228,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
1.062318176,,,0,,,,,,
0,,,0,,,,,,
0.880448926,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,1.562034621,,,,,,
0,,,0,,,,,,
2.183601833,,,0,,,,,,
1.980392726,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
1.420854345,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,1.54599161,,,,,,
0,,,1.082965981,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0,,,,,,
0,,,0.771901883,,,,,,
0,,,1.925138227,,,,,,
